customer_id,rank,product_id,product_name,category,brand,price,popularity,total_revenue,final_score,cluster_id,cluster_prob,preferred_cluster,strategy,reasons,cluster_score,popularity_score,revenue_score,price_score
C00930,3,P04678,Honeywell Model 815 Hard Hats,Safety Equipment,Honeywell,46.93,23,12809.06,0.590977,6,1.0,6,balanced,Matches your purchase pattern | Good price match,1.0,0.697,0.0523,0.9408
C00931,1,P04806,Milwaukee Model 328 Safety Vests,Safety Equipment,Milwaukee,30.0,26,9243.17,0.606403,6,1.0,6,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.7879,0.0377,0.9419
C00931,2,P04797,DeWalt Model 398 Respirators,Safety Equipment,DeWalt,67.81,28,27256.79,0.603323,0,1.0,6,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,0.8788,0.8485,0.1113,0.9849
C00931,3,P03968,Carrier Model 919 Duct Tape,HVAC,Carrier,18.1,27,1415.39,0.603253,6,1.0,6,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.8182,0.0058,0.9231
C00932,1,P00300,Black+Decker Model 337 Jigsaws,Power Tools,Black+Decker,131.5,27,9991.51,0.619459,5,1.0,5,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.8182,0.0408,0.9844
C00932,2,P00276,DeWalt Model 598 Jigsaws,Power Tools,DeWalt,126.44,26,10882.61,0.615117,5,1.0,5,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.7879,0.0444,0.991
C00932,3,P00452,Black+Decker Model 103 Impact Wrenches,Power Tools,Black+Decker,179.13,29,14062.72,0.613877,5,1.0,5,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.8788,0.0574,0.8443
C00933,1,P04806,Milwaukee Model 328 Safety Vests,Safety Equipment,Milwaukee,30.0,26,9243.17,0.614768,6,1.0,6,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.7879,0.0377,0.9976
C00933,2,P04820,3M Model 611 Safety Vests,Safety Equipment,3M,30.0,24,9625.46,0.602959,6,1.0,6,balanced,Matches your purchase pattern | Good price match,1.0,0.7273,0.0393,0.9976
C00933,3,P04703,3M Model 704 Safety Glasses,Safety Equipment,3M,26.64,24,7274.63,0.600696,6,1.0,6,balanced,Matches your purchase pattern | Good price match,1.0,0.7273,0.0297,0.9953
C00934,1,P00386,Ryobi Model 280 Sanders,Power Tools,Ryobi,79.88,25,4965.88,0.60555,5,1.0,5,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.7576,0.0203,0.9999
C00934,2,P00052,DeWalt Model 290 Corded Drills,Power Tools,DeWalt,60.86,25,4526.41,0.600262,5,1.0,5,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.7576,0.0185,0.967
C00934,3,P00322,Milwaukee Model 234 Angle Grinders,Power Tools,Milwaukee,76.95,24,5155.49,0.599612,5,1.0,5,balanced,Matches your purchase pattern | Good price match,1.0,0.7273,0.021,0.9997
C00935,1,P04806,Milwaukee Model 328 Safety Vests,Safety Equipment,Milwaukee,30.0,26,9243.17,0.600201,6,1.0,1,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,0.9687,0.7879,0.0377,0.963
C00935,2,P03968,Carrier Model 919 Duct Tape,HVAC,Carrier,18.1,27,1415.39,0.596367,6,1.0,1,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,0.9687,0.8182,0.0058,0.9397
C00935,3,P04688,Milwaukee Model 728 Hard Hats,Safety Equipment,Milwaukee,44.36,24,12615.0,0.593968,6,1.0,1,balanced,Matches your purchase pattern | Good price match,0.9687,0.7273,0.0515,0.9839
C00936,1,P01502,Tapcon 1lb Box Roofing Nails,Fasteners,Tapcon,69.94,13,46948.66,0.561995,3,1.0,3,balanced,Matches your purchase pattern | Good price match,1.0,0.3939,0.1916,0.9659
C00936,2,P02034,Hillman Model 584 Concrete Screws,Fasteners,Hillman,71.33,13,46738.27,0.560341,3,1.0,3,balanced,Matches your purchase pattern | Good price match,1.0,0.3939,0.1908,0.956
C00936,3,P02022,Hillman Model 516 Concrete Screws,Fasteners,Hillman,44.11,14,33517.73,0.549884,3,1.0,3,balanced,Matches your purchase pattern | Good price match,1.0,0.4242,0.1368,0.9178
C00937,1,P04806,Milwaukee Model 328 Safety Vests,Safety Equipment,Milwaukee,30.0,26,9243.17,0.604703,6,1.0,6,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.7879,0.0377,0.9305
C00937,2,P04688,Milwaukee Model 728 Hard Hats,Safety Equipment,Milwaukee,44.36,24,12615.0,0.602481,6,1.0,6,balanced,Matches your purchase pattern | Good price match,1.0,0.7273,0.0515,0.9782
C00937,3,P04678,Honeywell Model 815 Hard Hats,Safety Equipment,Honeywell,46.93,23,12809.06,0.597449,6,1.0,6,balanced,Matches your purchase pattern | Good price match,1.0,0.697,0.0523,0.984
C00938,1,P04688,Milwaukee Model 728 Hard Hats,Safety Equipment,Milwaukee,44.36,24,12615.0,0.603279,6,1.0,6,balanced,Matches your purchase pattern | Good price match,1.0,0.7273,0.0515,0.9835
C00938,2,P04806,Milwaukee Model 328 Safety Vests,Safety Equipment,Milwaukee,30.0,26,9243.17,0.601352,6,1.0,6,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.7879,0.0377,0.9082
C00938,3,P04678,Honeywell Model 815 Hard Hats,Safety Equipment,Honeywell,46.93,23,12809.06,0.59846,6,1.0,6,balanced,Matches your purchase pattern | Good price match,1.0,0.697,0.0523,0.9907
C00939,1,P01502,Tapcon 1lb Box Roofing Nails,Fasteners,Tapcon,69.94,13,46948.66,0.567032,3,1.0,3,balanced,Matches your purchase pattern | Good price match,1.0,0.3939,0.1916,0.9994
C00939,2,P01343,GRK 1lb Box Framing Nails,Fasteners,GRK,79.65,11,58201.96,0.562462,3,1.0,3,balanced,Matches your purchase pattern | Good price match,1.0,0.3333,0.2376,0.9885
C00939,3,P02088,GRK Model 828 Concrete Screws,Fasteners,GRK,97.57,12,66967.72,0.560143,3,1.0,3,balanced,Matches your purchase pattern | Good price match,1.0,0.3636,0.2734,0.885
C00940,1,P04806,Milwaukee Model 328 Safety Vests,Safety Equipment,Milwaukee,30.0,26,9243.17,0.61035,6,1.0,6,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.7879,0.0377,0.9682
C00940,2,P04688,Milwaukee Model 728 Hard Hats,Safety Equipment,Milwaukee,44.36,24,12615.0,0.604957,6,1.0,6,balanced,Matches your purchase pattern | Good price match,1.0,0.7273,0.0515,0.9947
C00940,3,P03968,Carrier Model 919 Duct Tape,HVAC,Carrier,18.1,27,1415.39,0.604371,6,1.0,6,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.8182,0.0058,0.9305
C00941,1,P04791,3M Model 595 Respirators,Safety Equipment,3M,77.42,33,33692.37,0.677387,0,1.0,0,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,1.0,0.1375,0.9992
C00941,2,P04797,DeWalt Model 398 Respirators,Safety Equipment,DeWalt,67.81,28,27256.79,0.641154,0,1.0,0,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.8485,0.1113,0.9947
C00941,3,P04766,Carhartt Model 343 Respirators,Safety Equipment,Carhartt,94.9,25,32061.09,0.621078,0,1.0,0,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.7576,0.1309,0.9559
C00942,1,P04791,3M Model 595 Respirators,Safety Equipment,3M,77.42,33,33692.37,0.619052,0,1.0,6,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,0.8125,1.0,0.1375,0.9853
C00942,2,P04806,Milwaukee Model 328 Safety Vests,Safety Equipment,Milwaukee,30.0,26,9243.17,0.60544,6,1.0,6,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.7879,0.0377,0.9355
C00942,3,P03968,Carrier Model 919 Duct Tape,HVAC,Carrier,18.1,27,1415.39,0.602485,6,1.0,6,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.8182,0.0058,0.918
C00943,1,P04806,Milwaukee Model 328 Safety Vests,Safety Equipment,Milwaukee,30.0,26,9243.17,0.593505,6,1.0,6,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.7879,0.0377,0.8559
C00943,2,P04688,Milwaukee Model 728 Hard Hats,Safety Equipment,Milwaukee,44.36,24,12615.0,0.592647,6,1.0,6,balanced,Matches your purchase pattern | Good price match,1.0,0.7273,0.0515,0.9126
C00943,3,P04678,Honeywell Model 815 Hard Hats,Safety Equipment,Honeywell,46.93,23,12809.06,0.588079,6,1.0,6,balanced,Matches your purchase pattern | Good price match,1.0,0.697,0.0523,0.9215
C00944,1,P04806,Milwaukee Model 328 Safety Vests,Safety Equipment,Milwaukee,30.0,26,9243.17,0.602139,6,1.0,6,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.7879,0.0377,0.9134
C00944,2,P04688,Milwaukee Model 728 Hard Hats,Safety Equipment,Milwaukee,44.36,24,12615.0,0.599371,6,1.0,6,balanced,Matches your purchase pattern | Good price match,1.0,0.7273,0.0515,0.9574
C00944,3,P03968,Carrier Model 919 Duct Tape,HVAC,Carrier,18.1,27,1415.39,0.594876,6,1.0,6,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.8182,0.0058,0.8672
C00945,1,P04806,Milwaukee Model 328 Safety Vests,Safety Equipment,Milwaukee,30.0,26,9243.17,0.614992,6,1.0,6,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.7879,0.0377,0.9991
C00945,2,P03968,Carrier Model 919 Duct Tape,HVAC,Carrier,18.1,27,1415.39,0.609941,6,1.0,6,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.8182,0.0058,0.9677
C00945,3,P03872,Rheem Model 637 Air Filters,HVAC,Rheem,19.02,26,1359.97,0.604434,6,1.0,6,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.7879,0.0056,0.9717
C00946,1,P00452,Black+Decker Model 103 Impact Wrenches,Power Tools,Black+Decker,179.13,29,14062.72,0.632389,5,1.0,5,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.8788,0.0574,0.9677
C00946,2,P00300,Black+Decker Model 337 Jigsaws,Power Tools,Black+Decker,131.5,27,9991.51,0.620728,5,1.0,5,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.8182,0.0408,0.9929
C00946,3,P00373,Ryobi Model 563 Sanders,Power Tools,Ryobi,160.11,26,11951.44,0.616488,5,1.0,5,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.7879,0.0488,0.9944
C00947,1,P04688,Milwaukee Model 728 Hard Hats,Safety Equipment,Milwaukee,44.36,24,12615.0,0.59541,6,1.0,6,balanced,Matches your purchase pattern | Good price match,1.0,0.7273,0.0515,0.931
C00947,2,P04806,Milwaukee Model 328 Safety Vests,Safety Equipment,Milwaukee,30.0,26,9243.17,0.591602,6,1.0,6,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.7879,0.0377,0.8432
C00947,3,P04678,Honeywell Model 815 Hard Hats,Safety Equipment,Honeywell,46.93,23,12809.06,0.591372,6,1.0,6,balanced,Matches your purchase pattern | Good price match,1.0,0.697,0.0523,0.9435
C00948,1,P00300,Black+Decker Model 337 Jigsaws,Power Tools,Black+Decker,131.5,27,9991.51,0.615152,5,1.0,3,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.8182,0.0408,0.9557
C00948,2,P00276,DeWalt Model 598 Jigsaws,Power Tools,DeWalt,126.44,26,10882.61,0.611575,5,1.0,3,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.7879,0.0444,0.9674
C00948,3,P00048,Milwaukee Model 865 Corded Drills,Power Tools,Milwaukee,115.77,25,9765.49,0.60745,5,1.0,3,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.7576,0.0399,0.9864
C00949,1,P04791,3M Model 595 Respirators,Safety Equipment,3M,77.42,33,33692.37,0.653042,0,1.0,6,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,0.9231,1.0,0.1375,0.9908
C00949,2,P04797,DeWalt Model 398 Respirators,Safety Equipment,DeWalt,67.81,28,27256.79,0.616404,0,1.0,6,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,0.9231,0.8485,0.1113,0.9835
C00949,3,P04806,Milwaukee Model 328 Safety Vests,Safety Equipment,Milwaukee,30.0,26,9243.17,0.605582,6,1.0,6,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.7879,0.0377,0.9364
C00950,1,P00300,Black+Decker Model 337 Jigsaws,Power Tools,Black+Decker,131.5,27,9991.51,0.620347,5,1.0,5,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.8182,0.0408,0.9904
C00950,2,P00452,Black+Decker Model 103 Impact Wrenches,Power Tools,Black+Decker,179.13,29,14062.72,0.615994,5,1.0,5,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.8788,0.0574,0.8584
C00950,3,P00287,Makita Model 305 Jigsaws,Power Tools,Makita,142.87,26,10354.45,0.611843,5,1.0,5,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.7879,0.0423,0.9721
C00951,1,P04806,Milwaukee Model 328 Safety Vests,Safety Equipment,Milwaukee,30.0,26,9243.17,0.61185,6,1.0,6,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.7879,0.0377,0.9782
C00951,2,P03968,Carrier Model 919 Duct Tape,HVAC,Carrier,18.1,27,1415.39,0.606711,6,1.0,6,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.8182,0.0058,0.9461
C00951,3,P04688,Milwaukee Model 728 Hard Hats,Safety Equipment,Milwaukee,44.36,24,12615.0,0.605467,6,1.0,6,balanced,Matches your purchase pattern | Good price match,1.0,0.7273,0.0515,0.9981
C00952,1,P00300,Black+Decker Model 337 Jigsaws,Power Tools,Black+Decker,131.5,27,9991.51,0.618585,5,1.0,5,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.8182,0.0408,0.9786
C00952,2,P00452,Black+Decker Model 103 Impact Wrenches,Power Tools,Black+Decker,179.13,29,14062.72,0.616789,5,1.0,5,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.8788,0.0574,0.8637
C00952,3,P00276,DeWalt Model 598 Jigsaws,Power Tools,DeWalt,126.44,26,10882.61,0.614245,5,1.0,5,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.7879,0.0444,0.9852
C00953,1,P04791,3M Model 595 Respirators,Safety Equipment,3M,77.42,33,33692.37,0.641925,0,1.0,6,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,0.9032,1.0,0.1375,0.9563
C00953,2,P04797,DeWalt Model 398 Respirators,Safety Equipment,DeWalt,67.81,28,27256.79,0.604916,0,1.0,6,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,0.9032,0.8485,0.1113,0.9467
C00953,3,P04806,Milwaukee Model 328 Safety Vests,Safety Equipment,Milwaukee,30.0,26,9243.17,0.600173,6,1.0,6,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.7879,0.0377,0.9003
C00954,1,P00395,Ryobi Model 470 Sanders,Power Tools,Ryobi,41.95,20,2799.12,0.571585,2,1.0,2,balanced,Matches your purchase pattern | Good price match,1.0,0.6061,0.0114,0.9873
C00954,2,P00398,Black+Decker Model 664 Sanders,Power Tools,Black+Decker,40.91,17,2165.09,0.552544,2,1.0,2,balanced,Matches your purchase pattern | Good price match,1.0,0.5152,0.0088,0.985
C00954,3,P05060,Gorilla Model 506 Spray Foam,Adhesives & Sealants,Gorilla,29.08,11,4015.19,0.511948,2,1.0,2,balanced,Matches your purchase pattern | Good price match,1.0,0.3333,0.0164,0.9467
C00955,1,P02088,GRK Model 828 Concrete Screws,Fasteners,GRK,97.57,12,66967.72,0.57645,3,1.0,3,balanced,Matches your purchase pattern | Good price match,1.0,0.3636,0.2734,0.9937
C00955,2,P01864,GRK Model 544 Deck Screws,Fasteners,GRK,98.23,12,58447.04,0.569382,3,1.0,3,balanced,Matches your purchase pattern | Good price match,1.0,0.3636,0.2386,0.9929
C00955,3,P01829,Grip-Rite Model 129 Deck Screws,Fasteners,Grip-Rite,117.72,11,72367.29,0.568708,3,1.0,3,balanced,Matches your purchase pattern | Good price match,1.0,0.3333,0.2954,0.9531
C00956,1,P04806,Milwaukee Model 328 Safety Vests,Safety Equipment,Milwaukee,30.0,26,9243.17,0.610053,6,1.0,6,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.7879,0.0377,0.9662
C00956,2,P03968,Carrier Model 919 Duct Tape,HVAC,Carrier,18.1,27,1415.39,0.605985,6,1.0,6,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.8182,0.0058,0.9413
C00956,3,P04688,Milwaukee Model 728 Hard Hats,Safety Equipment,Milwaukee,44.36,24,12615.0,0.603874,6,1.0,6,balanced,Matches your purchase pattern | Good price match,1.0,0.7273,0.0515,0.9875
C00957,1,P02499,PPG 1 Gallon Stains,Paints & Coatings,PPG,27.55,21,13303.04,0.577052,1,1.0,1,balanced,Matches your purchase pattern | Good price match,1.0,0.6364,0.0543,0.9261
C00957,2,P02296,Valspar 1 Quart Interior Latex Paint,Paints & Coatings,Valspar,30.61,17,15507.54,0.557784,1,1.0,1,balanced,Matches your purchase pattern | Good price match,1.0,0.5152,0.0633,0.9473
C00957,3,P02384,Sherwin-Williams 1 Gallon Exterior Latex Paint,Paints & Coatings,Sherwin-Williams,45.21,15,18947.6,0.55631,1,1.0,1,balanced,Matches your purchase pattern | Good price match,1.0,0.4545,0.0773,0.9995
C00958,1,P02654,Valspar 1 Quart Specialty Paints,Paints & Coatings,Valspar,91.7,18,41020.49,0.592325,1,1.0,1,balanced,Matches your purchase pattern | Good price match,1.0,0.5455,0.1674,0.9983
C00958,2,P02499,PPG 1 Gallon Stains,Paints & Coatings,PPG,27.55,21,13303.04,0.572052,1,1.0,1,balanced,Matches your purchase pattern | Good price match,1.0,0.6364,0.0543,0.8928
C00958,3,P04472,CertainTeed Model 969 Roofing Shingles,Building Materials,CertainTeed,115.74,15,39232.26,0.568004,1,1.0,1,balanced,Matches your purchase pattern | Good price match,1.0,0.4545,0.1601,0.9671
C00959,1,P04806,Milwaukee Model 328 Safety Vests,Safety Equipment,Milwaukee,30.0,26,9243.17,0.599164,6,1.0,6,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.7879,0.0377,0.8936
C00959,2,P04688,Milwaukee Model 728 Hard Hats,Safety Equipment,Milwaukee,44.36,24,12615.0,0.5991,6,1.0,6,balanced,Matches your purchase pattern | Good price match,1.0,0.7273,0.0515,0.9556
C00959,3,P04678,Honeywell Model 815 Hard Hats,Safety Equipment,Honeywell,46.93,23,12809.06,0.594472,6,1.0,6,balanced,Matches your purchase pattern | Good price match,1.0,0.697,0.0523,0.9641
C00960,1,P00300,Black+Decker Model 337 Jigsaws,Power Tools,Black+Decker,131.5,27,9991.51,0.619157,5,1.0,5,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.8182,0.0408,0.9824
C00960,2,P00452,Black+Decker Model 103 Impact Wrenches,Power Tools,Black+Decker,179.13,29,14062.72,0.614986,5,1.0,5,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.8788,0.0574,0.8516
C00960,3,P00276,DeWalt Model 598 Jigsaws,Power Tools,DeWalt,126.44,26,10882.61,0.614824,5,1.0,5,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.7879,0.0444,0.9891
C00961,1,P00300,Black+Decker Model 337 Jigsaws,Power Tools,Black+Decker,131.5,27,9991.51,0.619002,5,1.0,5,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.8182,0.0408,0.9814
C00961,2,P00276,DeWalt Model 598 Jigsaws,Power Tools,DeWalt,126.44,26,10882.61,0.614799,5,1.0,5,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.7879,0.0444,0.9889
C00961,3,P00452,Black+Decker Model 103 Impact Wrenches,Power Tools,Black+Decker,179.13,29,14062.72,0.611508,5,1.0,5,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.8788,0.0574,0.8285
C00962,1,P04791,3M Model 595 Respirators,Safety Equipment,3M,77.42,33,33692.37,0.670523,0,1.0,0,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,1.0,0.1375,0.9534
C00962,2,P04797,DeWalt Model 398 Respirators,Safety Equipment,DeWalt,67.81,28,27256.79,0.632609,0,1.0,0,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.8485,0.1113,0.9377
C00962,3,P04766,Carhartt Model 343 Respirators,Safety Equipment,Carhartt,94.9,25,32061.09,0.624161,0,1.0,0,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.7576,0.1309,0.9765
C00963,1,P04806,Milwaukee Model 328 Safety Vests,Safety Equipment,Milwaukee,30.0,26,9243.17,0.605954,6,1.0,6,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.7879,0.0377,0.9389
C00963,2,P04688,Milwaukee Model 728 Hard Hats,Safety Equipment,Milwaukee,44.36,24,12615.0,0.603199,6,1.0,6,balanced,Matches your purchase pattern | Good price match,1.0,0.7273,0.0515,0.983
C00963,3,P04678,Honeywell Model 815 Hard Hats,Safety Equipment,Honeywell,46.93,23,12809.06,0.598061,6,1.0,6,balanced,Matches your purchase pattern | Good price match,1.0,0.697,0.0523,0.9881
C00964,1,P00300,Black+Decker Model 337 Jigsaws,Power Tools,Black+Decker,131.5,27,9991.51,0.617896,5,1.0,5,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.8182,0.0408,0.974
C00964,2,P00276,DeWalt Model 598 Jigsaws,Power Tools,DeWalt,126.44,26,10882.61,0.613915,5,1.0,5,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.7879,0.0444,0.983
C00964,3,P00048,Milwaukee Model 865 Corded Drills,Power Tools,Milwaukee,115.77,25,9765.49,0.608863,5,1.0,5,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.7576,0.0399,0.9958
C00965,1,P04688,Milwaukee Model 728 Hard Hats,Safety Equipment,Milwaukee,44.36,24,12615.0,0.593876,6,1.0,6,balanced,Matches your purchase pattern | Good price match,1.0,0.7273,0.0515,0.9208
C00965,2,P04806,Milwaukee Model 328 Safety Vests,Safety Equipment,Milwaukee,30.0,26,9243.17,0.591289,6,1.0,6,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.7879,0.0377,0.8411
C00965,3,P04678,Honeywell Model 815 Hard Hats,Safety Equipment,Honeywell,46.93,23,12809.06,0.58974,6,1.0,6,balanced,Matches your purchase pattern | Good price match,1.0,0.697,0.0523,0.9326
C00966,1,P04806,Milwaukee Model 328 Safety Vests,Safety Equipment,Milwaukee,30.0,26,9243.17,0.604847,6,1.0,6,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.7879,0.0377,0.9315
C00966,2,P04688,Milwaukee Model 728 Hard Hats,Safety Equipment,Milwaukee,44.36,24,12615.0,0.604826,6,1.0,6,balanced,Matches your purchase pattern | Good price match,1.0,0.7273,0.0515,0.9938
C00966,3,P04678,Honeywell Model 815 Hard Hats,Safety Equipment,Honeywell,46.93,23,12809.06,0.599545,6,1.0,6,balanced,Matches your purchase pattern | Good price match,1.0,0.697,0.0523,0.998
C00967,1,P00386,Ryobi Model 280 Sanders,Power Tools,Ryobi,79.88,25,4965.88,0.593184,5,1.0,3,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,0.96,0.7576,0.0203,0.9974
C00967,2,P00059,Ryobi Model 286 Corded Drills,Power Tools,Ryobi,91.65,24,6635.48,0.588469,5,1.0,3,balanced,Matches your purchase pattern | Good price match,0.96,0.7273,0.0271,0.9973
C00967,3,P00300,Black+Decker Model 337 Jigsaws,Power Tools,Black+Decker,131.5,27,9991.51,0.587706,5,1.0,3,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,0.96,0.8182,0.0408,0.8527
C00968,1,P00386,Ryobi Model 280 Sanders,Power Tools,Ryobi,79.88,25,4965.88,0.605569,5,1.0,5,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.7576,0.0203,1.0
C00968,2,P00052,DeWalt Model 290 Corded Drills,Power Tools,DeWalt,60.86,25,4526.41,0.600913,5,1.0,5,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.7576,0.0185,0.9714
C00968,3,P00322,Milwaukee Model 234 Angle Grinders,Power Tools,Milwaukee,76.95,24,5155.49,0.599557,5,1.0,5,balanced,Matches your purchase pattern | Good price match,1.0,0.7273,0.021,0.9993
C00969,1,P00452,Black+Decker Model 103 Impact Wrenches,Power Tools,Black+Decker,179.13,29,14062.72,0.632152,5,1.0,5,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.8788,0.0574,0.9661
C00969,2,P00300,Black+Decker Model 337 Jigsaws,Power Tools,Black+Decker,131.5,27,9991.51,0.621512,5,1.0,5,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.8182,0.0408,0.9981
C00969,3,P00276,DeWalt Model 598 Jigsaws,Power Tools,DeWalt,126.44,26,10882.61,0.616341,5,1.0,5,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.7879,0.0444,0.9992
C00970,1,P04688,Milwaukee Model 728 Hard Hats,Safety Equipment,Milwaukee,44.36,24,12615.0,0.59379,6,1.0,6,balanced,Matches your purchase pattern | Good price match,1.0,0.7273,0.0515,0.9202
C00970,2,P04806,Milwaukee Model 328 Safety Vests,Safety Equipment,Milwaukee,30.0,26,9243.17,0.591773,6,1.0,6,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.7879,0.0377,0.8443
C00970,3,P04678,Honeywell Model 815 Hard Hats,Safety Equipment,Honeywell,46.93,23,12809.06,0.589584,6,1.0,6,balanced,Matches your purchase pattern | Good price match,1.0,0.697,0.0523,0.9316
C00971,1,P00452,Black+Decker Model 103 Impact Wrenches,Power Tools,Black+Decker,179.13,29,14062.72,0.631332,5,1.0,5,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.8788,0.0574,0.9606
C00971,2,P00300,Black+Decker Model 337 Jigsaws,Power Tools,Black+Decker,131.5,27,9991.51,0.621754,5,1.0,5,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.8182,0.0408,0.9997
C00971,3,P00276,DeWalt Model 598 Jigsaws,Power Tools,DeWalt,126.44,26,10882.61,0.616459,5,1.0,5,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.7879,0.0444,1.0
C00972,1,P02499,PPG 1 Gallon Stains,Paints & Coatings,PPG,27.55,21,13303.04,0.583101,1,1.0,1,balanced,Matches your purchase pattern | Good price match,1.0,0.6364,0.0543,0.9665
C00972,2,P02296,Valspar 1 Quart Interior Latex Paint,Paints & Coatings,Valspar,30.61,17,15507.54,0.562364,1,1.0,1,balanced,Matches your purchase pattern | Good price match,1.0,0.5152,0.0633,0.9778
C00972,3,P02384,Sherwin-Williams 1 Gallon Exterior Latex Paint,Paints & Coatings,Sherwin-Williams,45.21,15,18947.6,0.556334,1,1.0,1,balanced,Matches your purchase pattern | Good price match,1.0,0.4545,0.0773,0.9997
